gender,mode,acc_phon,phr_phon,fin_phon,l_grand_mean_t,h_grand_mean_t,l_f0_z,h_f0_z,f0_exc_z,lh_slope
M,MDC,L*H,% >H* L*H %,%,53,283,-1.8292259632072185,0.6629642485248166,2.4921902117320354,37.601
M,MDC,L*H,% H* L*H %,%,44,281,-1.8708781673030201,0.16660881638320166,2.0374869836862217,28.211
M,MDC,L*H,% H* L*H %,%,62,279,-1.4647691773689688,0.3366886497743835,1.8014578271433523,26.27
M,MDC,L*H,% H* L*H %,%,42,270,-1.7216244359597341,-0.1388406803193306,1.5827837556404036,20.416
M,MDC,L*H,% H* L*H %,%,39,270,-1.742450538007635,-0.38181187087816537,1.3606386671294697,18.51
M,MDC,L*H,% (*) L*H L%,L%,27,177,-0.721971537660534,0.3262755987504331,1.0482471364109671,24.089
M,MDC,NA,% H* >H* L%,L%,17,157,-0.6282540784449853,0.006942034015965297,0.6351961124609505,14.717
M,MDC,L*H,% H* L*H L%,L%,15,140,-0.5067684831655653,0.4963554321416199,1.0031239153071851,28.09
M,MDC,NA,% H* >H* L%,L%,6,132,-0.35404373481429924,0.2568552585907703,0.6108989934050695,20.338
M,MDC,NA,% H* H* L%,L%,8,116,-0.46511627906976866,0.2568552585907703,0.7219715376605389,23.431
M,MDC,NA,% H* H* L%,L%,29,125,-0.23602915654286452,0.13189864630337025,0.3679278028462348,13.455
M,MDC,L*H,% >H* L*H %,%,60,317,-1.4265879902811522,0.8781673030197853,2.3047552933009374,31.1
M,MDC,L*H,% H* L*H %,%,48,292,-1.2877473099618166,0.9371745921555026,2.224921902117319,28.672
M,MDC,L*H,% H* L*H %,%,47,310,-1.4127039222492168,1.1037834085387044,2.516487330787921,35.745
M,MDC,L*H,% H* L*H %,%,83,361,-1.5098923984727506,0.43040610898993725,1.9402985074626877,26.626
M,MDC,L*H,% H* L*H %,%,62,346,-1.2287400208260995,0.99618188129122,2.2249219021173197,26.227
M,MDQ,^[L*H],% >H* ^[L*H L%],%,24,247,0.5275945852134662,3.7382853175980553,3.210690732384589,52.309
M,MDQ,^[L*H],% H* ^[L*H L%],%,21,232,0.7289135716765043,3.210690732384589,2.4817771607080847,40.437
M,MDQ,^[L*H],% H* ^[L*H L%],%,29,257,1.1037834085387044,3.5820895522388088,2.478306143700104,43.046
M,MDQ,^[L*H],% H* ^[L*H L%],%,13,228,0.944116626171468,3.321763276640058,2.3776466504685905,40.269
M,MDQ,^[L*H],% H* ^[L*H L%],%,13,237,0.9128774730996216,2.8184658104824734,1.9055883373828517,30.784
M,MDQ,^[L*H],% H* ^[L*H] %,%,32,222,-0.12495661228740002,2.5060742797639706,2.6310308920513705,55.56
M,MDQ,^[L*H],% H* ^[L*H] %,%,24,215,-0.045123221103781835,2.5060742797639706,2.5511975008677523,48.68
M,MDQ,^[L*H],% H* ^[L*H] %,%,16,222,-0.14925373134328102,2.266574106213121,2.4158278375564017,44.885
M,MDQ,L*H,% (*) L*H %,%,35,222,-0.1284276292953802,2.554668517875738,2.683096147171118,53.809
M,MDQ,L*H,% (*) L*H %,%,39,207,0.2013189864630331,2.74210343630684,2.540784449843807,55.93
M,MDQ,^[L*H],% H* ^[L*H] L%,L%,44,228,0.22214508851093392,1.5723707046164532,1.3502256161055193,26.229
M,MDQ,^[L*]H,% (*) ^[L*]H L%,L%,30,193,0.0728913571676529,1.2495661228740051,1.1766747657063523,22.984
M,MDQ,^[L*]H,% H* ^[L*]H L%,L%,45,213,0.03471017007983635,1.3814647691773705,1.346754599097534,26.11
M,MDQ,NA,% H* >H* L%,L%,30,198,0.4130510239500166,1.266921207913921,0.85387018396390435,19.404
M,MDQ,^[L*]H,% H* ^[L*]H L%,L%,48,197,0.23255813953488433,0.8295730649080183,0.5970149253731339,12.236
M,MWH,L*H,% H* >!H* L*H %,%,71,279,-2.1763276640055524,1.7493925720236052,3.9257202360291577,67.031
M,MWH,L*H,% H* (*) L*H %,%,69,274,-1.891704269350921,1.62096494272822,3.5126692120791407,55.665
M,MWH,L*H,% ^[H*] (*) L*H %,%,70,276,-1.5550156195765374,1.943769524470673,3.4987851440472104,60.987
M,MWH,L*H,% ^[H*] !H* L*H %,%,62,268,-1.443943075321068,1.645262061784106,3.089205137105174,50.463
M,MWH,L*H,% H* (*) L*H %,%,73,275,-1.520305449496701,1.5515446025685522,3.071850052065253,55.972
M,MWH,L*H,% H* (*) L*H %,%,39,262,-2.242276987157235,-0.43387712599791745,1.8083998611593175,34.03
M,MWH,L*H,%H (*) L*H %,%,49,189,-2.460951058660189,-0.7879208608122167,1.673030197847972,42.472
M,MWH,L*H,% >H* (*) L*H %,%,28,221,-1.8778202013189855,0.6803193335647373,2.558139534883723,46.757
M,MWH,L*H,% >H* (*) L*H %,%,74,269,-1.9611246095105839,-0.024297119055881007,1.936827490454703,40.977
M,MWH,L*H,% H* (*) L*H %,%,86,235,-1.9368274904547027,-0.6629642485248166,1.273863241929886,31.132
M,MWH,L*H,% H* (*) L*H L%,L%,64,271,-1.4578271433530035,0.6074279763970843,2.0652551197500877,33.055
M,MWH,L*H,% H* (*) L*H L%,L%,59,278,-1.2842762929538365,0.055536272127732246,1.3398125650815687,20.766
M,MWH,L*H,% H* (*) L*H %,%,41,274,-1.2148559527941687,0.31933356473446783,1.5341895175286364,25.416
M,MWH,L*H,% H* (*) L*H L%,L%,48,293,-1.3536966331134994,0.013884068031935528,1.3675807011454348,18.311
M,MWH,L*H,% H* (*) L*H %,%,34,266,-1.2565081568899654,0.4581742450538034,1.7146824019437688,26.089
M,MYN,^[L*H],% >H* ^[L*H] %,%,44,267,-0.38528288788615045,1.8986463033668863,2.2839291912530366,33.395
M,MYN,^[L*H],% >H* ^[L*H] %,%,18,278,-0.31239153071849757,1.3814647691773705,1.693856299895868,23.267
M,MYN,^[L*H],% >H* ^[L*H] %,%,19,271,-0.46858729607774885,1.2877473099618217,1.7563346060395706,24.465
M,MYN,^[L*H],% >H* ^[L*H] %,%,21,273,-0.5831308573411984,1.3398125650815689,1.9229434224227673,27.327
M,MYN,^[L*H],% >H* ^[L*H] %,%,40,279,-0.5414786532454018,1.2009718847622382,1.74245053800764,24.704
M,MYN,^[L*H],% H* ^[L*H] %,%,20,256,0.24297119055883473,2.4297119055883374,2.1867407150295026,39.687
M,MYN,^[L*H],% H* ^[L*H] %,%,32,195,0.2707393266227009,2.318639361332873,2.0479000347101723,46.083
M,MYN,^[L*H],% (*) ^[L*H] %,%,43,204,0.26379729260673557,2.322110378340853,2.0583130857341176,44.978
M,MYN,^[L*H],% H* ^[L*H] %,%,30,213,0.27768136063866616,2.589378687955574,2.3116973273169075,42.623
M,MYN,^[L*H],% (*) ^[L*H] %,%,33,222,0.04512322110378677,2.124262408885805,2.0791391877820184,38.345
M,MYN,NA,% >H* >H* L%,L%,32,181,0.3019784796945521,0.923290524123567,0.621312044429015,12.967
M,MYN,^[L*]H,% >H* ^[L*]H L%,L%,39,195,0.16660881638320166,0.7844498438042364,0.6178410274210347,15.083
M,MYN,^[L*]H,% >H* ^[L*]H L%,L%,36,190,-0.05900728913571736,0.8573412009718845,0.9163484901076019,19.718
M,MYN,NA,% (*) >H* L%,L%,17,141,0.48941339812564966,1.2356820548420695,0.7462686567164198,21.659
M,MYN,^[L*]H,% H* ^[L*]H L%,L%,7,114,0.34015966678236864,0.9545296771954184,0.6143700104130497,19.064
M,MDC,L*H,% H* !H* L*H %,%,15,206,-1.054479816212666,0.9901542500820465,2.0446340662947127,35.98
M,MDC,L*H,% ^[H]* (*) L*H %,%,17,196,-0.7984903183459116,1.1772234985231385,1.97571381686905,37.087
M,MDC,L*H,% H* !H* L*H %,%,9,201,-1.1266819822776477,1.4430587463078455,2.569740728585493,41.965
M,MDC,L*H,% H* !H* L*H %,%,23,225,-1.280932064325568,1.085329832622252,2.3662618969478197,39.407
M,MDC,L*H,% H* !H* L*H %,%,0,202,-0.9724319002297321,1.3249097472924207,2.2973416475221526,39.136
M,MDC,L*H,% H* (*) L*H %,%,21,208,-1.3990810633409927,1.252707581227439,2.6517886445684318,48.914
M,MDC,L*H,% H* (*) L*H %,%,16,201,-1.4811289793239268,0.842468001312769,2.3235969806366956,47.496
M,MDC,L*H,% H* (*) L*H %,%,28,212,-1.3925172300623547,0.8490318345914024,2.241549064653757,42.942
M,MDC,L*H,% H* !H* L*H %,%,32,286,-1.7732195602231722,0.940925500492289,2.7141450607154614,32.895
M,MDC,L*H,% H* L*!H L*H %,%,23,284,-1.7042993107975049,1.5185428290121414,3.2228421398096465,40.199
M,MDC,L*H,% H* L*!H L*H %,%,20,290,-1.8585493928454206,1.2920905808992442,3.150639973744665,40.306
M,MDC,L*H,% H* L*!H L*H %,%,17,293,-1.7239908106334099,0.8129307515589116,2.5369215621923216,31.596
M,MDC,L*H,% H* L*!H L*H %,%,18,282,-1.7305546439120434,1.649819494584838,3.3803741384968813,45.7
M,MDQ,^[L*H],^[% (*) (*) L*H L%],%,7,178,0.32392517230062184,2.2602559894978667,1.9363308171972449,36.908
M,MDQ,^[L*H],[% (*) (*) L*H L%],%,14,157,0.3534624220544792,2.142106990482442,1.7886445684279626,43.159
M,MDQ,^[L*H],^[% (*) (*) L*H L%],%,20,179,0.8260584181161784,2.752543485395471,1.9264850672792928,36.726
M,MDQ,^[L*H],% L*H (*) ^[L*H] %,%,11,271,0.2550049228749593,2.309484739087629,2.05447981621267,24.676
M,MDQ,^[L*H],% L*H (*) ^[L*H L%],%,30,265,0.16967509025270622,2.407942238267149,2.238267148014443,28.284
M,MDQ,^[L*H],^[% (*) (*) L*H %],%,17,246,0.4289465047587798,2.1125697407285844,1.6836232359698045,25.856
M,MWH,L*H,% H* (*) L*H %,%,15,197,-0.5359369872005236,1.4627502461437505,1.998687233344274,31.624
M,MWH,L*H,% H* (*) L*H %,%,28,235,-1.07745323268789,1.0689202494256662,2.1463734821135563,40.719
M,MWH,L*H,% ^[H]* (*) L*H %,%,21,232,-0.8477190679356739,1.9944207417131599,2.8421398096488337,41.837
M,MWH,L*H,% H* L*!H L*H %,%,25,243,-1.362979980308502,1.6892024942566477,3.05218247456515,52.393
M,MWH,L*H,% H* L*!H L*H %,%,5,223,-1.1299638989169667,1.1772234985231385,2.307187397440105,35.417
M,MWH,L*H,% H* (*) L*H %,%,27,211,-1.0479159829340328,1.8106334099113868,2.8585493928454193,54.615
M,MWH,L*H,% H* (*) L*H %,%,8,179,-1.2481128979323917,1.331473580571054,2.5795864785034457,56.565
M,MWH,L*H,% H* (*) L*H %,%,23,190,-1.1627830653101385,1.0131276665572704,2.175910731867409,47.583
M,MWH,L*H,% H* (*) L*H L%,L%,10,174,-1.110272399081062,1.3052182474565157,2.4154906465375774,48.373
M,MWH,L*H,% H* (*) L*H L%,L%,14,186,-1.0446340662947138,1.3741384968821784,2.4187725631768924,53.002
M,MWH,L*H,% H* L*!H L*H L%,L%,14,271,-0.8542829012143073,1.590744995077123,2.4450278962914305,38.834
M,MWH,L*H,% H* (*) L*H L%,L%,17,263,-1.257958647850344,1.2034788316376768,2.461437479488021,34.04
M,MWH,L*H,% H* !H* L*H %,%,17,266,-0.910075484082703,1.3413193304890065,2.2513948145717095,32.23
M,MWH,L*H,% H* (*) L*H %,%,30,244,-1.1135543157203809,1.7088939940925525,2.822448309812933,46.568
M,MWH,L*H,% H* !H* L*H %,%,9,254,-1.1496553987528717,1.1509681654086001,2.300623564161472,33.592
M,MYN,^[L*H],% H* ^[L*H] %,%,5,204,-0.11256974072858665,1.5382343288480465,1.650804069576633,26.053
M,MYN,L*H,% H* L*H %,%,12,266,-1.0676074827699376,0.36987200525106506,1.4374794880210027,21.181
M,MYN,L*H,% (*) L*H %,%,40,236,-0.8838201509681647,0.5339678372169331,1.4177879881850979,30.903
M,MYN,L*H,% H* L*H %,%,17,241,-0.7230062356416156,0.5241220872989807,1.2471283229405963,18.414
M,MYN,L*H,% H* L*H %,%,13,237,-1.1201181489990142,0.11060059074499615,1.2307187397440102,22.94
M,MYN,^[L*H],%L H* (*) ^[L*H] L%,L%,10,161,0.8555956678700358,2.516245487364621,1.6606498194945853,34.741
M,MYN,^[L*H],% H* (*) ^[L*H] L%,L%,39,202,0.5700689202494239,2.1716442402362994,1.6015753199868756,36.302
M,MYN,^[L*H],% H* (*) ^[L*H L%],%,12,163,0.4026911716442415,2.509681654085988,2.1069904824417467,45.108
M,MYN,^[L*H],% H* ^[L*H L%],%,43,277,0.11388250738431054,1.6005907449950756,1.486708237610765,24.679
M,MYN,L*H,% H* L*H %,%,29,267,-0.32589432228421233,1.4200853298326215,1.7459796521168338,23.452
M,MYN,L*H,% H* L*H L%,L%,25,267,-0.47686248769281353,1.9189366590088592,2.395799146701673,31.268
M,MYN,^[L*H],% >H* ^[L*H L%],%,15,271,-0.4965539875287185,2.1716442402362994,2.668198227765018,36.857
M,MYN,L*H,% >H* L*H %,%,16,274,-0.6639317361339009,1.6399737446668854,2.303905480800786,31.3
M,MDC,L*H,% L*H L*H %,%,76,281,-1.355165692007797,1.5883040935672508,2.943469785575048,40.256
M,MDC,L*H,% L*H L*H %,%,56,259,-1.5267056530214413,0.18089668615984353,1.707602339181285,25.818
M,MDC,L*H,% L*H L*H %,%,75,282,-1.2576998050682258,0.7656920077972704,2.023391812865496,28.618
M,MDC,L*H,% L*H L*H %,%,48,269,-1.199220272904481,0.9333333333333355,2.1325536062378165,22.534
M,MDC,L*H,% L*H L*H %,%,31,260,-1.0900584795321664,1.2998050682261222,2.3898635477582886,27.427
M,MDC,L*H,% >H* L*H %,%,73,238,-2.08810916179337,0.1341130604288476,2.2222222222222174,45.877
M,MDC,L*H,% >H* L*H %,%,81,261,-2.029629629629631,0.16530214424951525,2.194931773879146,31.842
M,MDC,L*H,% >H* L*H %,%,96,237,-1.6553606237816745,0.3368421052631596,1.992202729044834,38.11
M,MDC,L*H,% >H* L*H %,%,110,239,-1.5150097465886923,0.5044834307992191,2.0194931773879112,41.095
M,MDC,L*H,% >H* L*H %,%,75,238,-1.6943469785575063,0.24327485380116773,1.937621832358674,32.38
M,MDC,L*H,% L*H L*H %,%,53,323,-1.199220272904481,0.9801169590643258,2.1793372319688067,19.902
M,MDC,L*H,% L*H L*H %,%,41,311,-1.3161793372319708,0.7345029239766083,2.0506822612085793,18.954
M,MDC,L*H,% L*H L*H %,%,33,322,-1.5423001949317752,0.5200779727095529,2.062378167641328,18.789
M,MDC,L*H,% L*H L*H %,%,42,319,-1.553996101364524,0.33294346978557476,1.8869395711500987,17.207
M,MDC,L*H,% >H* L*H %,%,53,308,-1.296686159844052,0.3524366471734879,1.6491228070175399,15.947
M,MDQ,L*H,% L*H L*H L%,L%,35,244,-0.7391812865497079,1.861208576998051,2.600389863547759,34.417
M,MDQ,L*H,% L*H L*H L%,L%,49,227,-0.4623781676413283,0.9450292397660844,1.4074074074074128,24.765
M,MDQ,L*H,% L*H L*H L%,L%,34,236,-1.0159844054580875,0.04444444444444613,1.0604288499025336,15.496
M,MDQ,L*H,% L*H L*H L%,L%,16,158,-0.18167641325535827,2.379727095516569,2.561403508771927,53.843
M,MDQ,L*H,% L*H L*H L%,L%,17,244,-1.0042884990253387,0.8163742690058456,1.8206627680311844,21.161
M,MDQ,^[L*H],^[% >H* L*H L%],%,17,198,0.27056530214425056,4.1458089668615985,3.875243664717348,59.799
M,MDQ,^[L*H],% ^[>H* L*H] L%,L%,22,189,0.5785575048732923,4.1847953216374245,3.606237816764132,55.973
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,38,187,0.12241715399609862,3.5922027290448337,3.469785575048735,62.934
M,MDQ,^[L*H],% ^[H* L*H] L%,L%,50,191,1.334892787524369,4.1263157894736855,2.7914230019493163,50.08
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,30,179,0.6838206627680331,3.642884990253409,2.959064327485376,55.737
M,MDQ,^[L*H],% L*H ^[L*H] L%,L%,34,293,-0.793762183235868,2.929434697855749,3.7231968810916167,35.006
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,11,170,-0.11539961013645476,2.7423001949317762,2.857699805068231,47.608
M,MDQ,L*H,% >H* L*H L%,L%,21,192,-0.37660818713450056,2.048343079922029,2.4249512670565294,43.948
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,6,172,0.2900584795321637,2.8553606237816758,2.565302144249512,41.721
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,29,209,0.5044834307992191,3.650682261208579,3.14619883040936,51.413
M,MWH,L*H,% H* L*H L*H %,%,66,275,-1.42923976608187,0.7890838206627684,2.2183235867446385,27.464
M,MWH,L*H,% H* L*H L*H %,%,56,282,-1.378557504873295,0.5122807017543832,1.890838206627678,22.045
M,MWH,L*H,% H* L*H L*H %,%,67,292,-0.6300194931773878,1.210136452241715,1.8401559454191028,23.516
M,MWH,L*H,% H* L*H L*H %,%,47,309,-1.1368421052631568,1.132163742690057,2.269005847953214,28.798
M,MWH,L*H,% H* L*H L*H %,%,57,276,-0.9614035087719275,1.8923976608187132,2.853801169590641,33.696
M,MWH,L*H,% H* L*!H L*H %,%,51,199,-0.6534113060428858,1.4401559454191044,2.09356725146199,41.638
M,MWH,L*H,% H* L*!H L*H %,%,58,216,-0.7547758284600418,1.4752436647173512,2.230019493177393,42.262
M,MWH,L*H,% H* L*H L*H %,%,41,215,-0.8210526315789453,1.182846003898638,2.003898635477583,36.069
M,MWH,L*H,% H* L*H L*H %,%,81,204,-0.2869395711500991,1.6038986354775846,1.8908382066276836,44.747
M,MWH,L*H,% H* L*H L*H %,%,57,199,-0.11150097465886993,1.92748538011696,2.03898635477583,38.749
M,MWH,L*H,% H* !H* L*H %,%,69,367,-1.351267056530212,0.5005847953216398,1.8518518518518519,16.164
M,MWH,L*H,% H* L*!H L*H %,%,94,365,-1.0939571150097456,0.31345029239766165,1.4074074074074072,13.8
M,MWH,L*H,% L*H L*H L*H %,%,63,364,-0.8990253411306033,0.4888888888888908,1.387914230019494,9.439
M,MWH,L*H,% H* L*H L*H %,%,78,350,-0.6573099415204706,0.9489278752436637,1.6062378167641342,13.872
M,MWH,L*H,% H* L*H L*H %,%,60,359,-0.782066276803119,0.9840155945419107,1.7660818713450297,15.645
M,MYN,L*H,% L*H L*H %,%,43,264,-0.5598440545808995,1.5337231968810907,2.09356725146199,31.1
M,MYN,L*H,% L*H L*H L%,L%,44,246,-1.0549707602339193,0.7500974658869421,1.8050682261208615,25.026
M,MYN,L*H,% L*H L*H %,%,31,229,-0.4428849902534096,1.136062378167642,1.5789473684210515,23.586
M,MYN,L*H,% L*H L*H %,%,45,268,-1.0198830409356725,0.7306042884990235,1.750487329434696,22.28
M,MYN,L*H,% L*H L*H %,%,49,289,-0.9029239766081881,0.8007797270955174,1.7037037037037055,19.001
M,MYN,L*H,% >H* L*H %,%,59,210,-0.4623781676413283,1.9586744639376221,2.4210526315789505,45.917
M,MYN,L*H,% L*H L*H %,%,45,241,-0.45847953216374343,1.3621832358674464,1.8206627680311898,30.719
M,MYN,L*H,% L*H L*H %,%,42,249,-0.4701754385964924,1.7208576998050689,2.1910331384015613,29.484
M,MYN,L*H,% >H*> L*H %,%,49,242,-0.34152046783625917,2.0600389863547783,2.4015594541910374,37.949
M,MYN,L*H,% >H* L*H %,%,47,214,-0.37660818713450056,1.9898635477582842,2.3664717348927846,40.495
M,MYN,L*H,% >H* L*H %,%,44,314,-1.2109161793372298,0.7539961013645214,1.9649122807017512,20.438
M,MYN,L*H,% L*H L*H %,%,76,328,-1.0744639376218326,0.7306042884990235,1.8050682261208562,17.556
M,MYN,L*H,% L*H L*H %,%,63,343,-1.1134502923976588,0.7111111111111104,1.8245614035087692,14.909
M,MYN,L*H,% L*H L*H %,%,84,364,-1.3902534113060439,0.25497076023391674,1.6452241715399607,12.678
M,MYN,L*H,% >H* L*H %,%,53,364,-1.409746588693957,0.3095516569200768,1.7192982456140338,13.43
